的	白
芉	艹
迀	辶
攼	攵
蓋	艹
槩	木
槪	木
漑	氵
瓂	王
絠	糹
鎅	釒
葢	艹
鈣	釒
摡	扌
姟	女
峐	山
荄	艹
晐	日
乢	山
匃	勹
匄	勹
杚	木
尜	小
釓	釒
嘠	口
緮	糹
蕧	艹
蝜	虫
鰒	魚
猤	犭
玍	王
錷	釒
魀	鬼
侅	亻
郂	阝
畡	田
祴	礻
絯	糹
隑	阝
該	言
豥	豕
賅	貝
賌	貝
忋	忄
蜅	虫
俌	亻
郙	阝
椨	木
焤	火
盙	皿
弣	弓
釡	八
捬	扌
輔	車
撫	扌
鬴	一
簠	
坿	土
竎	立
禣	礻
褔	衤
椱	木
媍	女
賦	貝
駙	馬
縛	糹
輹	車
鮒	魚
賻	貝
鍑	釒
鍢	釒
蚥	虫
袝	衤
陚	阝
偩	亻
冨	冖
峊	山
祔	礻
訃	言
負	刀
復	彳
秿	禾
萯	艹
蛗	虫
覄	覀
詂	言
婏	女
婦	女
蚹	虫
趕	走
衦	衤
簳	
鳡	鱼
鱤	魚
倝	人
凎	冫
紺	糹
詌	言
骭	骨
幹	十
榦	十
檊	木
粓	米
亁	十
凲	几
尲	尢
桿	木
笴	
稈	禾
筸	
漧	氵
鳱	鳥
尶	一
尷	尢
魐	鬼
仠	亻
皯	皮
槓	木
焵	火
戇	心
羙	羊
堈	土
掆	扌
釭	釒
棡	木
犅	牜
堽	土
綱	糹
罁	缶
鋼	釒
鎠	釒
崗	山
汵	氵
盰	目
贛	立
灨	氵
罓	冂
冮	冫
阬	阝
岡	冂
牨	牜
疘	疒
矼	石
剛	刂
彁	弓
敋	攵
滒	氵
戨	戈
閤	門
鴐	鳥
鴚	鳥
擱	扌
謌	言
鴿	鳥
鎶	釒
呄	口
佮	亻
匌	勹
挌	扌
茖	艹
筶	
暠	日
禞	礻
誥	言
鋯	釒
峼	山
祮	礻
祰	礻
犵	犭
牱	牜
紇	糹
戓	口
肐	月
牫	牜
槹	木
橰	木
皐	白
髙	亠
臯	自
滜	氵
睪	罒
餻	飠
櫜	木
韟	韋
鷎	鳥
鼛	口
鷱	鳥
夰	大
檺	木
藳	禾
鎬	釒
吿	牛
縞	糹
勂	力
菒	艹
稁	亠
槀	木
獔	犭
稾	禾
滆	氵
觡	角
槅	木
閣	門
愅	忄
臵	口
裓	衤
蛒	虫
鞈	革
韐	韋
個	亻
諽	言
輵	車
鮯	魚
櫊	木
鎘	釒
韚	韋
轕	車
鞷	革
騔	馬
鰪	魚
刯	刂
揯	扌
搄	扌
給	糹
箇	
鉻	釒
獦	犭
鹒	鸟
緪	糹
縆	糹
羮	羊
賡	貝
掶	扌
菮	艹
椩	木
焿	火
絚	糹
峺	山
挭	扌
鶊	鳥
郠	阝
畊	田
浭	氵
宮	宀
杛	木
糼	糹
躳	身
匔	勹
碽	石
篢	
髸	髟
觵	角
龏	龍
龔	龍
骾	骨
鯁	魚
亙	一
堩	土
啹	口
喼	口
嗰	口
綆	糹
莄	艹
厷	厶
鈎	釒
溝	氵
鉤	釒
緱	糹
褠	衤
簼	
袧	衤
輁	車
鞏	革
唝	口
拲	手
栱	木
匑	勹
塨	土
幊	巾
愩	忄
羾	羽
貢	工
慐	心
熕	火
贑	立
兝	十
兣	十
祻	礻
崓	山
凅	冫
稒	禾
苽	艹
頋	頁
僱	亻
錮	釒
歄	欠
颪	風
趏	走
銽	釒
冎	丨
叧	口
啩	口
夬	大
叏	又
罣	罒
絓	糹
餶	飠
盬	皿
蠱	虫
怘	心
峠	山
皷	皮
穀	殳
糓	殳
薣	艹
傦	亻
啒	口
淈	氵
脵	月
羖	羊
逧	辶
蛌	虫
尳	尢
愲	忄
焸	火
詁	言
榾	木
鈷	釒
韝	韋
玽	王
耇	口
耉	口
耈	口
蚼	虫
豿	豸
坸	土
姤	女
茩	艹
冓	一
撀	手
覯	見
購	貝
搆	扌
詬	言
雊	隹
構	木
煹	火
夠	夕
訽	言
鈲	釒
鶻	骨
夃	又
扢	扌
箛	
嫴	女
篐	
橭	木
鮕	魚
鴣	鳥
轂	殳
笟	
蓇	艹
軱	車
軲	車
唂	口
唃	口
罛	罒
泒	氵
柧	木
蜭	虫
暵	日
熯	火
馯	馬
闬	门
閈	門
睅	目
傼	亻
蛿	虫
晘	日
涆	氵
猂	犭
莟	艹
竓	立
垳	土
蚢	虫
昦	日
悎	忄
貥	貝
絎	糹
頏	頁
魧	魚
迒	辶
頷	頁
譀	言
彉	弓
濄	氵
摑	扌
棞	木
璭	王
輠	車
腂	月
駭	馬
乤	乙
佄	亻
塰	土
谽	八
凾	凵
虷	虫
圅	乙
娢	女
崡	山
浫	氵
蔊	艹
豃	攵
鬫	鬥
屽	山
扞	扌
筨	
爳	爪
韓	韋
厈	厂
烸	火
溎	氵
瞆	目
簂	
鱖	魚
綶	糹
餜	飠
鐹	釒
過	辶
咍	口
馃	饣
國	囗
腘	月
幗	巾
慖	忄
漍	氵
聝	耳
膕	月
袞	亠
彍	弓
囯	囗
墎	土
嘓	口
睴	目
謴	言
咼	丨
啯	口
裷	衤
滾	氵
緄	糹
緷	糹
輥	車
鮌	魚
蓕	艹
劊	刂
劌	刂
瞶	目
襘	衤
鞼	革
鱥	魚
軌	車
庪	广
氿	氵
陒	阝
姽	女
恑	忄
湀	氵
蛫	虫
詭	言
厬	厂
蟡	虫
嶲	山
槻	木
槼	木
瞡	目
膭	月
鮭	魚
巂	山
騩	馬
鬹	二
櫷	木
帰	巾
胿	月
亀	刀
袿	衤
媯	女
閨	門
鯝	魚
顧	頁
攱	立
枴	木
柺	木
箉	
恠	忄
覌	又
萖	艹
蒄	艹
窤	穴
癏	疒
闗	門
焻	火
煱	火
劀	刂
緺	糹
颳	風
鴰	舌
騧	馬
剮	刂
坬	土
掛	扌
罫	罒
詿	言
鵠	鳥
堌	土
棝	木
鼔	攴
榖	殳
縎	糹
濲	氵
瀔	氵
瓘	王
矔	目
廣	广
獷	犭
臩	一
俇	亻
撗	扌
鑵	釒
鸛	鳥
鱹	魚
灮	火
炚	日
炛	火
垙	土
洸	氵
烡	火
輄	車
欟	木
広	广
琯	王
筦	
輨	車
錧	釒
館	飠
鳤	鱼
丱	乙
貫	毋
悹	心
祼	礻
摜	扌
潅	氵
罆	缶
雚	艹
鏆	釒
佹	亻
祪	礻
匭	匚
觤	角
攰	力
昋	日
垝	土
椢	木
筀	
貴	貝
硲	石
馉	饣
茥	艹
珪	王
邽	阝
窐	穴
規	見
椝	木
郌	土
嫢	女
摫	扌
嬀	女
璝	王
龜	丿
歸	巾
鬶	二
瓌	王
珖	王
臦	一
硄	石
僙	亻
銧	釒
黆	艹
姯	女
茪	艹
侊	亻
炗	火
痯	疒
舘	人
躀	足
卝	丨
毌	乙
関	門
瘝	疒
観	見
關	門
鰥	魚
觀	見
鱞	魚
泴	水
悺	忄
慣	忄
遦	辶
樌	木
爟	火
礶	石
颩	風
銩	釒
萣	艹
椗	木
埬	土
娻	女
崬	山
涷	氵
笗	
菄	艹
氭	气
蝀	虫
鮗	魚
鼕	土
鯟	魚
鶇	鳥
鶫	鳥
東	一
苳	艹
昸	日
倲	亻
墥	土
嬞	女
姛	女
箽	
蕫	艹
諌	言
艔	舟
乧	斗
阧	阝
鈄	釒
枓	木
橷	木
兠	儿
動	力
崠	山
迵	辶
凍	冫
戙	戈
挏	扌
峝	山
棟	木
湩	氵
腖	月
働	亻
詷	言
駧	馬
霘	雨
吺	口
剅	豆
唗	口
甼	田
帄	巾
釘	釒
靪	革
奵	女
嵿	山
鼑	卜
薡	艹
鐤	釒
碠	石
聢	耳
聣	耳
錠	釒
磸	石
顁	頁
丟	王
忊	忄
饤	饣
矴	石
頂	頁
訂	言
飣	飠
眣	目
耊	土
啑	口
戜	戈
幉	巾
惵	忄
畳	田
絰	糹
殜	歹
牃	爿
臷	戈
詄	言
趃	走
曡	日
曢	日
鰈	魚
疉	田
疊	田
氎	毛
哋	口
昳	日
眰	目
嚸	口
镻	镸
嵽	山
疂	田
諜	言
蜨	虫
褋	衤
艓	舟
鈟	釒
竨	立
蓧	艹
銱	釒
雿	雨
調	言
瘹	疒
窵	穴
鋽	釒
藋	艹
鑃	釒
峌	山
恎	忄
挕	扌
绖	纟
胅	月
褺	衣
苵	艹
簓	
鼦	鼠
鯛	魚
鵰	鳥
扚	扌
屌	尸
弔	弓
伄	亻
窎	穴
訋	言
鮉	魚
釣	釒
扂	户
磹	石
琔	王
蜔	虫
鈿	釒
電	雨
墊	土
壂	土
橂	木
澱	氵
驔	馬
汈	氵
刟	刂
虭	虫
鳭	刀
殦	歹
瞗	目
奝	大
弴	弓
彫	彡
蛁	虫
琱	王
鯳	魚
弚	八
坔	水
埊	山
菂	艹
僀	亻
禘	礻
腣	月
遞	辶
鉪	釒
馰	馬
墑	土
墬	土
摕	扌
蔕	艹
蝃	虫
遰	辶
慸	心
甋	瓦
締	糹
嶳	山
諦	言
踶	足
螮	虫
敁	攴
釱	釒
媂	女
唸	口
婝	女
點	黑
蒧	艹
蕇	艹
婰	女
敟	攵
椣	木
傎	亻
厧	厂
嵮	山
槙	木
瘨	疒
蹎	足
顚	頁
顛	頁
奌	大
巓	山
巔	山
攧	扌
癲	疒
齻	齒
嘚	口
徳	彳
鍀	釒
淂	氵
悳	心
惪	心
恴	心
稲	禾
翢	羽
噵	口
禱	礻
菿	艹
椡	木
盜	皿
衜	彳
檤	木
衟	彳
燾	灬
翿	羽
軇	身
瓙	王
艠	舟
覴	見
豋	豆
嬁	女
燈	火
璒	王
竳	立
揼	扌
扥	扌
扽	扌
僜	亻
鄧	阝
隥	阝
墱	土
櫈	木
鐙	釒
仾	亻
奃	大
彽	彳
袛	衤
啲	口
埞	土
隄	阝
趆	走
磾	石
鍉	釒
鞮	革
鏑	釒
廸	廴
肑	月
苖	艹
唙	口
靮	革
滌	氵
髢	髟
梑	木
蔋	艹
蔐	艹
頔	頁
魡	魚
敵	攵
篴	
嚁	口
藡	艹
豴	豕
糴	人
覿	見
鸐	鳥
厎	厂
阺	阝
呧	口
弤	弓
牴	牜
拞	扌
掋	扌
菧	艹
觝	角
詆	言
軧	車
聜	耳
逓	辶
偙	亻
啇	亠
梊	木
焍	火
眱	目
祶	礻
旳	日
杕	木
玓	王
怟	忄
枤	木
苐	艹
俤	亻
匰	匚
衴	衤
亶	亠
馾	馬
撣	扌
澸	氵
黕	黑
膽	月
勯	力
擔	扌
殫	歹
癉	疒
襌	衤
簞	
聸	耳
伔	亻
刐	刂
狚	犭
玬	王
瓭	瓦
褝	衤
鄲	阝
頕	頁
躭	身
酖	酉
單	口
媅	女
砃	石
耼	耳
単	小
艜	舟
妉	女
紞	糹
帎	巾
沊	水
泹	氵
啗	口
柦	木
疍	疋
訑	言
腅	月
蜑	虫
觛	角
窞	穴
誕	言
僤	亻
噉	口
髧	髟
嘾	口
彈	弓
憚	忄
憺	忄
禫	礻
餤	飠
駳	馬
鴠	鳥
甔	瓦
癚	疒
嚪	口
贉	貝
霮	雨
饏	食
舠	舟
釖	釒
鱽	鱼
魛	魚
捯	扌
陦	阝
宲	宀
島	山
禂	礻
搗	扌
隝	阝
嶋	山
嶌	山
槝	木
導	寸
隯	阝
壔	土
嶹	山
擣	扌
垱	土
朷	木
屶	山
啿	口
圵	土
珰	王
婸	女
瓽	瓦
逿	辶
雼	雨
潒	氵
碭	石
瞊	目
蕩	艹
趤	走
壋	土
檔	木
璗	氵
盪	皿
礑	石
簜	
蘯	皿
闣	門
擋	扌
譡	言
黨	黑
攩	扌
灙	氵
欓	木
讜	言
氹	水
筜	
當	田
儅	亻
噹	口
澢	氵
璫	王
襠	衤
簹	
艡	舟
蟷	虫
隭	阝
髵	髟
鮞	魚
鴯	鳥
轜	車
尒	人
尓	小
児	儿
侕	亻
兒	臼
陑	阝
峏	山
洏	氵
耏	彡
荋	艹
栭	木
胹	月
唲	口
袻	衤
煾	火
峎	山
擜	扌
覨	見
諤	言
閼	門
餩	飠
鍔	釒
鞥	革
仒	人
乻	乙
旕	方
餓	飠
堮	土
崿	山
軛	車
湂	氵
豟	豕
軶	車
遌	辶
廅	广
搤	扌
搹	扌
琧	一
詻	言
僫	亻
蝁	虫
蕚	艹
遻	辶
頞	頁
歞	欠
顎	頁
櫮	木
鰐	魚
鶚	鳥
讍	言
鑩	釒
齶	齒
鱷	魚
奀	大
刵	耳
咡	口
姂	女
疺	疒
茷	艹
鍅	釒
灋	氵
瞂	又
罰	罒
閥	門
罸	罒
藅	艹
佱	人
琺	王
髮	髟
栰	木
傠	亻
勫	力
噃	口
墦	土
嬏	女
憣	忄
旙	方
旛	方
轓	車
颿	馬
籓	
飜	丿
鱕	魚
粫	米
聏	耳
輀	車
爾	一
鉺	釒
餌	飠
駬	馬
薾	艹
邇	辶
趰	走
貮	貝
衈	血
貳	貝
誀	言
樲	木
栮	木
毦	耳
弍	二
弐	二
沷	氵
発	癶
發	癶
彂	矢
髪	髟
橃	木
醗	酉
淓	氵
蚄	虫
堏	土
趽	足
鈁	釒
錺	釒
鴋	方
訉	言
軓	車
瀿	氵
礬	石
氾	氵
奿	女
汎	氵
盕	皿
笵	
販	貝
軬	厶
飯	飠
飰	飠
滼	氵
嬎	女
範	
嬔	女
瀪	水
鐇	釒
蠜	虫
鷭	鳥
仮	亻
払	扌
辺	辶
璠	王
膰	月
薠	艹
襎	衤
繙	糹
羳	羊
舤	舟
橎	木
舧	舟
笲	
釩	釒
棥	木
煩	火
緐	糸
籵	米
忛	忄
犿	犭
凢	几
凣	几
匥	匚
杋	木
柉	木
杮	木
昲	日
奜	大
蕜	艹
誹	言
棐	木
餥	食
馡	禾
騑	馬
騛	馬
鯡	魚
飝	乙
暃	日
蜰	虫
蟦	虫
朏	月
胐	月
魴	魚
埅	土
牥	牜
昉	日
昘	日
瓬	方
眆	目
倣	亻
旊	方
紡	糹
訪	言
髣	髟
鶭	鳥
飛	乙
猆	犬
靟	毛
裶	衤
緋	糹
婓	女
婔	女
渄	氵
陊	阝
陏	阝
饳	饣
垜	土
尮	尢
柮	木
桗	木
椯	木
趓	走
躱	身
綞	糹
亸	亠
軃	身
鬌	髟
嚲	亠
刴	刂
挅	扌
挆	扌
埵	土
鮵	魚
鐸	釒
朶	木
敓	攵
敚	攵
喥	口
敪	攵
痥	疒
鈬	釒
奪	大
凙	冫
逇	辶
夛	彐
嚉	口
仛	亻
剫	刂
茤	艹
剟	刂
崜	山
敠	攴
毲	毛
躉	足
伅	亻
庉	广
蹾	足
驐	馬
鈍	釒
腞	月
頓	頁
碷	石
遯	辶
憞	忄
潡	氵
燉	火
踲	足
阸	阝
呝	口
砐	石
姶	女
峉	山
匎	勹
咢	口
咹	口
砨	石
蚅	虫
偔	亻
卾	卩
堊	土
悪	心
硆	石
惡	心
噁	口
騀	馬
鵈	耳
歺	卜
屵	山
戹	户
岋	山
阨	阝
魤	魚
額	頁
鵝	鳥
鵞	鳥
譌	言
枙	木
砈	石
珴	王
訛	言
皒	白
睋	目
鈋	釒
峩	山
涐	氵
磀	石
誐	言
鋨	釒
頟	頁
跢	足
跥	足
吪	口
囮	囗
迗	辶
飿	飠
墮	土
嶞	山
憜	忄
墯	土
鵽	鳥
妸	女
妿	女
娿	女
帾	巾
琽	王
妬	女
荰	艹
秺	禾
覩	見
賭	貝
篤	
閗	門
醏	酉
闍	門
涜	氵
鑟	釒
韇	革
韥	韋
黷	黑
讟	言
厾	乙
讀	言
豄	八
贕	丿
韣	韋
裻	衣
読	言
蝳	虫
獨	犭
錖	金
凟	冫
匵	匚
嬻	女
瀆	氵
櫝	木
殰	歹
牘	片
犢	牜
瓄	王
皾	皮
騳	馬
鬦	鬥
鋀	釒
餖	飠
斣	斗
闘	門
竇	穴
鬪	鬥
鬬	鬥
鬭	鬥
剢	刂
阇	门
饾	饣
鬥	一
梪	木
毭	豆
脰	月
酘	酉
郖	豆
浢	氵
荳	艹
鍛	釒
斷	斤
躖	足
籪	
叾	口
垖	土
兊	八
兌	八
濧	氵
薱	艹
綐	糹
對	寸
陮	阝
隊	阝
対	文
祋	礻
懟	心
瀩	氵
譈	言
鐓	釒
譵	言
蜳	虫
惇	忄
墪	土
壿	土
撴	扌
獤	犭
噸	口
撉	手
橔	木
犜	牜
瑖	王
腶	月
碫	石
緞	糹
毈	殳
葮	艹
塠	土
嵟	山
痽	疒
磓	石
頧	頁
鴭	鳥
鐜	金
耑	山
偳	亻
媏	女
螙	木
殬	歹
鍍	釒
蠧	土
塅	土
靯	革
褍	衤
鍴	釒
鰾	魚
鱉	魚
鼈	黽
虌	黽
龞	丶
別	刂
癟	疒
彆	弓
汃	氵
邠	阝
砏	石
咇	口
莂	艹
蛂	虫
徶	彳
襒	衤
蟞	虫
諘	言
褾	衤
錶	釒
檦	木
俵	亻
摽	扌
飆	風
飇	風
飈	風
飊	風
驃	馬
鑣	釒
驫	馬
仌	人
氷	水
髕	骨
鬢	髟
髩	髟
擯	扌
鬂	髟
殯	歹
臏	月
儐	亻
濱	氵
濵	氵
虨	彡
璸	王
瀕	氵
霦	雨
繽	糹
蠙	虫
鑌	釒
顮	頁
氞	气
椕	木
瑸	王
豩	豕
賓	宀
賔	宀
苪	艹
昞	日
昺	日
陃	阝
怲	忄
抦	扌
栟	木
掤	扌
梹	木
鋲	釒
檳	木
眪	目
窉	穴
蛃	虫
棅	木
鈵	釒
鉼	釒
鞆	革
餅	飠
餠	飠
燷	火
並	八
併	亻
幷	丶
垪	土
庰	广
倂	亻
栤	木
犻	犭
癷	癶
餑	飠
磻	石
蹳	足
驋	馬
鱍	魚
仢	亻
袰	母
碆	石
鉢	釒
僠	亻
嶓	山
撥	扌
紴	糹
缽	缶
盋	皿
砵	石
袚	衤
袯	衤
誁	言
鮩	魚
靐	雨
癶	乙
竝	立
偋	亻
傡	亻
寎	宀
稨	禾
釆	米
峅	山
閞	門
辡	辛
緶	糹
艑	舟
頨	羽
辧	辛
変	夂
昪	日
覍	小
徧	彳
揙	扌
貶	貝
惼	忄
鯾	魚
鯿	魚
籩	
炞	火
抃	扌
汳	氵
糄	米
鴘	鳥
藊	艹
骉	马
標	木
熛	火
麃	鹿
儦	亻
颷	風
瀌	氵
藨	艹
謤	言
爂	火
臕	月
贆	貝
鏢	釒
穮	禾
辪	辛
辮	辛
辯	辛
變	攵
淲	氵
猋	犬
脿	月
墂	土
幖	巾
滮	氵
蔈	艹
颮	風
邊	辶
萹	艹
獱	犭
邉	辶
鍽	釒
牑	片
甂	瓦
箯	
編	糹
猵	犭
襣	衤
鏎	釒
鞸	革
韠	韋
躃	足
躄	足
魓	鬼
贔	貝
鐴	釒
驆	馬
鷝	鳥
鷩	鳥
鼊	黽
奰	大
蹕	足
鞞	革
鄨	丶
饆	飠
繴	糸
箆	
綼	糹
廦	广
熚	火
獙	犭
稫	禾
鮅	魚
斃	丶
篳	
縪	糹
觱	角
蓽	艹
蜌	虫
鉍	釒
閟	門
飶	飠
幣	巾
鄪	阝
馝	禾
幤	巾
潷	氵
獘	犬
罼	罒
襅	衤
駜	馬
髲	髟
鈽	釒
誧	言
餔	飠
轐	車
糪	米
譒	言
蘗	艹
蔔	艹
峬	山
庯	广
補	衤
鳪	卜
獛	犭
鵏	鳥
鸔	鳥
歨	止
歩	止
咘	口
佈	亻
吥	口
礸	石
遪	辶
囃	口
偲	亻
財	貝
戝	貝
纔	糹
採	扌
倸	亻
埰	土
婇	女
寀	宀
鈈	釒
廍	广
蔀	艹
踄	足
郶	立
篰	
餢	飠
勏	力
埗	土
悑	忄
捗	扌
荹	艹
攃	扌
愽	忄
鑮	釒
蚾	虫
孹	子
箥	
鋍	釒
镈	钅
壆	土
艊	舟
馛	禾
駁	馬
馞	禾
駮	馬
鮊	魚
襏	衤
豰	殳
嚗	口
懪	忄
礡	石
簙	
鎛	釒
餺	飠
鵓	鳥
犦	牜
髆	骨
髉	骨
欂	木
襮	衤
桲	木
淿	氵
挬	扌
浡	氵
瓟	瓜
秡	禾
狛	犭
瓝	瓜
苩	艹
侼	亻
柭	木
胉	月
郣	阝
湐	氵
葧	艹
猼	犭
鈸	釒
鉑	釒
馎	饣
鲌	鱼
僰	人
煿	火
牔	片
艸	屮
拺	扌
愺	忄
懆	忄
騲	馬
肏	人
鄵	阝
襙	衤
鼜	虫
冊	冂
荝	艹
敇	攵
畟	田
側	亻
厠	厂
笧	
粣	米
萗	艹
廁	广
惻	忄
測	氵
萴	艹
筞	
筴	
蓛	艹
墄	土
箣	
憡	忄
簎	
嵾	山
膥	二
銟	釒
揷	扌
肞	月
臿	臼
挿	扌
訍	言
偛	亻
嗏	口
艖	舟
疀	巛
鍤	釒
鎈	釒
餷	飠
秅	禾
垞	土
硛	石
硳	石
岾	山
猠	犭
乽	乙
扠	扌
扱	扌
芆	艹
笒	
梣	木
層	尸
嶒	山
竲	立
驓	馬
黲	黑
謲	言
爘	火
仺	人
傖	亻
凔	冫
嵢	山
滄	氵
獊	犭
蒼	艹
濸	氵
艙	舟
螥	虫
罉	缶
鶬	鳥
匨	匚
蔵	艹
鏪	釒
褿	衤
蓸	艹
嶆	山
曺	日
鸧	鸟
倉	人
欌	木
鑶	釒
賶	貝
撡	扌
叅	厶
喰	口
湌	氵
傪	亻
嬠	女
參	厶
叄	厶
飡	冫
跴	足
綵	糹
縩	糹
乲	乙
棌	木
儏	亻
澯	氵
薒	艹
燦	火
朁	日
慘	忄
噆	口
憯	忄
穇	禾
驂	馬
殘	歹
慚	忄
蝅	虫
慙	心
蠶	虫
蠺	虫
鎄	釒
啀	口
欸	欠
溾	氵
厑	厂
錒	釒
凒	冫
嵦	山
溰	氵
嘊	口
敱	攴
敳	攵
皚	白
躷	身
噯	口
濭	氵
藹	艹
譪	言
毐	士
昹	日
娾	女
硋	石
塧	土
靄	雨
伌	亻
侒	亻
峖	山
愛	爪
叆	二
僾	亻
壒	土
嬡	女
懓	忄
薆	艹
懝	忄
曖	日
璦	王
賹	貝
餲	飠
鴱	鳥
皧	白
瞹	目
馤	禾
礙	石
譺	言
鑀	釒
鱫	魚
靉	雨
晻	日
罯	罒
銨	釒
洝	氵
荌	艹
隌	阝
菴	艹
唵	口
蓭	艹
誝	言
鞌	革
媕	女
萻	艹
葊	艹
痷	疒
腤	月
盦	皿
諳	言
闇	門
馣	禾
鮟	魚
盫	人
鵪	鳥
韽	音
鶕	音
玵	王
啽	口
雸	雨
垵	土
滶	氵
獓	犭
璈	王
蔜	艹
磝	石
嗸	口
嶅	山
厫	厂
隞	阝
垇	土
柪	木
軪	車
爊	火
豻	豸
堓	土
婩	女
貋	豸
儑	亻
錌	釒
醠	酉
昻	日
枊	木
骯	骨
岇	山
辬	辛
螁	虫
螌	虫
褩	衣
鈑	釒
蝂	虫
魬	魚
闆	門
岅	山
昄	日
瓪	瓦
粺	米
鞁	革
薭	艹
贁	攵
韛	韋
兡	十
瓸	瓦
攽	攵
朌	月
斒	文
頒	頁
罷	罒
鮁	魚
覇	覀
矲	矢
欛	木
挀	扌
壩	土
弝	弓
垻	土
跁	足
竡	立
粨	米
絔	糹
栢	木
庍	广
拝	扌
擺	扌
襬	衤
唄	口
敗	貝
猈	犭
詙	言
軷	車
颰	風
墢	土
鼥	鼠
鈀	釒
炦	火
癹	癶
胈	月
釛	釒
哵	口
紦	糹
羓	羊
蚆	虫
釟	釒
豝	豕
鲃	鱼
魞	魚
叐	又
犮	又
抜	扌
坺	土
妭	女
朳	木
玐	王
仈	亻
夿	大
扷	扌
岰	山
奡	一
奧	大
澚	氵
墺	土
嶴	山
驁	馬
嫯	女
慠	忄
擙	扌
謸	言
摮	手
翶	羽
謷	言
翺	羽
鰲	魚
鷔	鳥
鼇	黽
抝	扌
芺	艹
镺	镸
媼	女
襖	衤
啚	口
筆	
粃	米
粊	比
柀	木
沘	氵
疕	疒
夶	大
朼	木
佊	亻
畁	丨
苾	艹
诐	讠
邲	阝
妼	女
怭	忄
枈	比
聛	耳
貏	豸
匂	勹
佖	亻
坒	比
滭	氵
煏	火
痺	疒
腷	月
詖	言
貱	貝
赑	贝
嗶	口
彃	弓
楅	木
湢	氵
皕	一
禆	礻
愊	忄
梐	木
萞	艹
閇	門
閉	門
堛	土
弻	弓
珌	王
疪	疒
胇	月
畢	日
袐	衤
泍	氵
誖	言
骳	骨
輩	車
鋇	釒
憊	心
糒	米
禙	礻
蛽	虫
犕	牜
狽	犭
愂	心
錛	釒
奙	厶
倴	亻
渀	氵
逩	辶
犇	牛
賁	貝
捹	扌
桳	木
楍	木
撪	扌
獖	犭
輽	車
伻	亻
祊	礻
奟	大
镚	钅
嬶	女
鏰	釒
皀	白
屄	尸
偪	亻
毴	毛
豍	豆
螕	虫
鲾	鱼
鎞	釒
鵖	艮
鰏	魚
柲	木
綳	糹
繃	糹
逬	辶
跰	足
塴	土
埄	土
埲	土
菶	艹
琣	王
琫	王
鞛	革
絣	糹
閍	門
嵭	山
痭	疒
佨	亻
艕	舟
謗	言
鎊	釒
蜯	虫
棓	木
硥	石
塝	土
徬	彳
稖	禾
蕔	艹
怉	忄
珤	王
剝	刂
笣	
闁	門
襃	亠
齙	齒
窇	穴
嫑	女
粄	米
峀	山
垹	土
捠	扌
秚	禾
湴	氵
絆	糹
鉡	釒
靽	革
辦	辛
姅	女
怑	忄
邫	二
幇	巾
幚	巾
縍	糹
幫	巾
鞤	革
玤	王
牓	片
綁	糹
藣	艹
鵯	鳥
喺	口
盃	皿
桮	木
揹	扌
鉳	釒
昁	日
牬	牜
苝	艹
俻	亻
貝	丨
琲	王
軰	車
偝	亻
偹	亻
梖	木
珼	王
鄁	阝
備	亻
僃	亻
铇	钅
菢	艹
袌	亠
報	土
鉋	釒
駂	馬
鳵	鳥
緥	糹
鴇	鳥
賲	貝
藵	艹
寳	宀
寶	宀
靌	雨
勽	勹
寚	宀
飹	飠
飽	飠
靤	一
骲	骨
堢	土
媬	女
忁	彳
鑤	釒
萡	艹
髱	髟
虣	二
鮑	魚
儤	亻
曓	日
剷	刂
嵼	山
摌	扌
滻	氵
幝	巾
蕆	艹
諂	言
閳	門
燀	火
簅	
繟	糹
醦	酉
譂	言
鏟	釒
闡	門
囅	口
灛	氵
讇	言
韂	革
顫	頁
懺	忄
硟	石
摲	扌
懴	忄
晿	日
椙	木
琩	王
裮	衤
锠	钅
錩	釒
閶	門
瀍	氵
蟬	虫
儳	亻
劖	刂
繵	糹
镵	钅
艬	舟
讒	言
鑱	釒
饞	飠
產	亠
産	亠
刬	刂
旵	日
丳	口
浐	氵
剗	刂
潹	氵
僝	亻
獑	犭
緾	糹
磛	石
禪	礻
毚	刀
鄽	阝
酁	阝
嚵	口
壥	土
巉	山
瀺	氵
欃	木
纏	糹
纒	糹
靫	革
嵖	山
査	木
鑔	釒
奼	女
蹅	足
詧	言
褨	衤
侘	亻
剎	刂
紁	糹
詫	言
祡	示
釵	釒
犲	犭
蠆	虫
囆	口
辿	辶
喍	口
儕	亻
茝	艹
覘	見
裧	衤
摻	扌
鋓	釒
幨	巾
襜	衤
攙	扌
勑	力
袃	衣
梴	木
棎	木
湹	氵
嬋	女
煘	火
蝊	虫
誗	言
鋋	釒
儃	亻
觘	角
樔	木
伡	亻
車	一
俥	亻
唓	口
莗	艹
硨	石
蛼	虫
偖	亻
撦	扌
奲	大
眧	目
煼	火
麨	麥
巐	山
仦	亻
仯	亻
窲	穴
罺	罒
轈	車
鼂	日
謿	言
鄛	阝
鼌	日
漅	氵
棽	木
勶	力
瞮	目
爡	火
迠	辶
烢	火
烲	火
聅	耳
硩	石
頙	頁
徹	彳
烥	火
莀	艹
莐	艹
陳	阝
敐	攵
訦	言
迧	辶
茞	艹
綝	糹
瞋	目
諃	言
賝	貝
謓	言
欩	欠
訬	言
弨	弓
巣	小
鈔	釒
